age;job;marital;education;balance;housing;loan;contact;duration;campaign;result
30;admin.;married;tertiary;501;1;1;cellular;92;1;0
49;technician;divorced;secondary;972;0;0;cellular;613;2;0
28;management;single;tertiary;957;0;0;cellular;915;2;1
44;services;married;secondary;27;0;0;cellular;485;1;0
56;retired;married;tertiary;281;0;0;cellular;185;1;0
37;admin.;married;secondary;0;1;0;cellular;200;1;0
30;technician;single;secondary;156;1;0;cellular;157;4;0
50;services;divorced;secondary;641;0;0;cellular;128;3;0
40;technician;married;secondary;312;0;0;cellular;612;7;1
37;entrepreneur;married;primary;0;0;0;cellular;163;1;0
34;admin.;married;secondary;75;1;1;cellular;111;1;0
24;blue-collar;single;secondary;167;0;1;cellular;288;1;1
34;management;married;secondary;724;1;0;cellular;305;1;0
31;admin.;single;tertiary;117;1;0;cellular;77;1;0
38;management;married;tertiary;93;1;0;cellular;74;1;0
30;blue-collar;single;secondary;411;0;0;cellular;115;1;0
56;retired;divorced;tertiary;13094;0;0;cellular;1064;1;1
34;management;single;tertiary;5086;0;0;cellular;213;4;1
55;retired;married;secondary;393;0;1;cellular;176;1;0
30;admin.;married;secondary;1165;0;0;cellular;205;1;0
45;technician;married;secondary;5749;0;0;telephone;180;1;0
28;student;married;tertiary;803;1;0;cellular;324;1;0
31;admin.;single;secondary;8626;0;0;cellular;159;1;0
46;unknown;married;primary;0;0;0;telephone;87;2;0
28;admin.;single;secondary;707;1;0;cellular;226;1;1
37;management;married;tertiary;900;1;0;cellular;116;1;0
39;management;married;tertiary;246;1;0;cellular;217;1;0
34;management;single;tertiary;747;0;0;cellular;109;1;0
38;admin.;married;secondary;755;1;0;cellular;531;1;0
36;admin.;married;secondary;1054;1;0;cellular;214;1;0
37;self-employed;married;tertiary;2211;1;0;cellular;143;1;0
37;services;married;secondary;466;1;1;cellular;377;1;1
32;services;single;secondary;152;1;0;cellular;158;2;1
33;management;married;secondary;369;0;0;cellular;115;2;0
43;technician;divorced;secondary;1612;0;0;cellular;262;2;1
28;management;married;secondary;466;1;0;cellular;123;2;0
36;technician;married;tertiary;911;1;1;cellular;117;2;1
55;management;married;tertiary;496;0;0;cellular;85;1;0
31;technician;single;secondary;863;1;0;cellular;166;3;0
33;blue-collar;single;secondary;4464;1;0;cellular;217;1;0
29;admin.;married;tertiary;238;0;0;cellular;344;2;1
54;unemployed;married;secondary;1561;0;0;cellular;352;3;1
39;services;married;secondary;1179;0;0;cellular;284;1;1
35;technician;single;secondary;27;1;0;cellular;214;1;1
29;technician;single;secondary;6;0;0;cellular;315;1;1
32;technician;single;tertiary;654;1;0;cellular;615;4;1
34;management;married;tertiary;333;0;0;cellular;170;1;0
37;unemployed;married;tertiary;7620;0;0;telephone;100;3;0
27;student;single;secondary;253;0;0;cellular;242;2;1
32;technician;single;tertiary;705;1;0;cellular;414;2;1
27;technician;single;tertiary;11862;0;0;telephone;281;5;0
33;technician;single;tertiary;109;1;1;cellular;601;2;1
40;blue-collar;married;primary;-310;1;1;cellular;133;2;0
48;management;single;tertiary;5689;0;0;cellular;527;2;0
60;management;married;tertiary;205;0;0;cellular;107;2;0
37;services;married;secondary;2915;0;0;cellular;314;2;0
32;management;married;tertiary;937;0;0;cellular;61;1;0
24;self-employed;single;unknown;1179;0;0;cellular;78;1;0
40;management;married;secondary;363;1;1;cellular;135;1;0
24;student;single;secondary;23878;0;0;cellular;133;1;1
35;blue-collar;single;secondary;142;1;0;cellular;293;2;0
42;technician;married;secondary;1066;0;0;cellular;125;1;0
34;management;single;tertiary;699;0;0;cellular;66;1;0
55;management;married;tertiary;42;0;0;cellular;318;1;0
30;technician;married;tertiary;1570;1;0;cellular;260;1;0
32;technician;single;tertiary;2340;0;0;cellular;94;1;0
30;management;single;tertiary;320;0;0;cellular;140;1;0
52;unemployed;married;secondary;5091;0;0;cellular;309;1;0
56;entrepreneur;married;secondary;339;1;0;cellular;251;1;0
30;technician;single;tertiary;411;0;0;cellular;111;1;0
32;services;single;secondary;995;1;0;cellular;119;1;0
58;technician;married;secondary;3399;0;0;cellular;1078;1;1
44;management;married;tertiary;2365;0;1;cellular;159;3;0
43;management;married;tertiary;79;0;0;cellular;640;1;1
26;student;single;secondary;8015;0;0;cellular;109;1;0
25;student;single;secondary;715;0;0;cellular;217;1;0
26;management;married;tertiary;243;0;0;cellular;482;1;1
36;management;married;tertiary;753;0;0;cellular;71;5;0
31;technician;single;secondary;138;0;0;cellular;91;1;1
40;unemployed;married;secondary;1289;0;0;cellular;260;2;0
29;unknown;single;secondary;923;0;0;cellular;333;1;0
30;technician;single;secondary;707;0;0;cellular;228;1;0
27;technician;single;secondary;405;0;0;cellular;256;1;0
31;management;single;tertiary;816;1;0;cellular;302;1;0
33;technician;single;secondary;4792;0;0;cellular;131;3;0
25;management;single;tertiary;1602;1;0;cellular;154;1;0
37;admin.;married;secondary;11303;0;0;cellular;500;2;0
30;management;single;tertiary;938;0;0;cellular;172;2;0
47;unknown;married;unknown;8;0;0;telephone;164;1;0
25;management;single;tertiary;1317;0;0;cellular;176;1;1
51;entrepreneur;married;primary;1443;0;0;cellular;574;1;0
34;management;married;tertiary;47;0;0;cellular;244;1;0
45;unemployed;married;secondary;1040;0;0;telephone;137;5;0
33;management;married;tertiary;1778;0;0;cellular;134;1;0
54;unknown;married;secondary;1157;0;0;cellular;98;2;0
34;management;single;tertiary;808;0;0;cellular;376;2;0
58;unemployed;married;secondary;68;0;0;cellular;169;2;0
27;management;single;tertiary;207;0;0;telephone;240;4;0
26;self-employed;single;tertiary;560;0;0;telephone;122;2;0
35;technician;married;tertiary;8029;1;0;cellular;167;1;0
25;student;single;tertiary;241;0;0;cellular;351;1;0
58;retired;married;secondary;2714;0;0;cellular;165;1;1
60;retired;divorced;tertiary;4;1;0;cellular;400;3;0
35;technician;single;secondary;1693;1;0;cellular;58;1;0
30;management;married;unknown;385;0;0;cellular;56;2;0
54;technician;married;tertiary;6507;0;0;cellular;145;1;0
34;technician;married;tertiary;23076;0;0;cellular;243;2;1
48;management;divorced;tertiary;17964;1;0;cellular;208;2;1
41;management;married;tertiary;3769;1;0;cellular;94;1;0
25;admin.;single;tertiary;220;0;0;cellular;68;1;0
27;unemployed;single;primary;223;0;0;cellular;103;1;0
26;admin.;single;tertiary;2170;1;0;cellular;81;1;0
32;technician;divorced;tertiary;267;0;0;cellular;128;1;0
58;retired;married;primary;928;0;0;cellular;304;1;0
43;management;married;tertiary;228;1;0;cellular;55;1;0
26;admin.;married;unknown;4311;0;0;cellular;75;1;0
24;student;married;unknown;146;0;0;cellular;147;1;0
59;management;divorced;tertiary;81;0;0;cellular;140;1;0
36;technician;married;secondary;15485;0;0;cellular;83;1;0
31;technician;married;secondary;180;0;0;cellular;222;1;0
52;technician;married;secondary;195;1;0;cellular;145;1;0
60;retired;married;tertiary;846;0;0;telephone;1346;1;1
43;management;divorced;tertiary;36;0;0;cellular;118;1;0
28;self-employed;single;tertiary;805;0;0;cellular;69;1;0
59;management;married;tertiary;1831;0;0;cellular;245;2;0
28;admin.;single;tertiary;336;0;0;cellular;135;1;0
25;management;single;tertiary;530;0;0;cellular;88;1;0
50;management;married;tertiary;2635;0;0;cellular;303;2;0
21;technician;single;unknown;360;0;0;cellular;131;2;1
25;student;single;tertiary;326;0;0;cellular;390;1;1
57;self-employed;married;tertiary;350;0;0;cellular;132;6;0
60;management;married;tertiary;21088;1;0;cellular;187;1;0
51;management;married;tertiary;583;0;0;cellular;109;1;0
26;student;single;secondary;100;0;0;cellular;445;1;1
31;management;married;tertiary;2196;1;0;cellular;299;2;0
34;management;single;tertiary;0;0;0;cellular;93;1;0
49;technician;single;secondary;0;1;0;cellular;223;1;0
34;housemaid;married;tertiary;0;0;0;cellular;141;1;0
46;management;married;tertiary;0;0;0;cellular;401;1;0
60;admin.;married;unknown;1088;1;0;cellular;149;1;0
38;management;married;unknown;3576;0;0;cellular;579;1;1
30;self-employed;single;tertiary;166;0;0;cellular;136;1;0
32;technician;married;tertiary;4089;0;0;cellular;114;7;0
46;technician;married;secondary;2501;0;0;cellular;323;1;0
34;management;single;tertiary;0;1;1;cellular;197;2;0
44;technician;single;tertiary;643;0;0;cellular;222;3;0
34;technician;married;tertiary;0;0;0;cellular;58;1;0
29;services;married;secondary;1135;1;0;cellular;407;2;0
32;management;married;tertiary;410;1;0;cellular;252;2;0
36;admin.;single;tertiary;635;0;0;cellular;80;1;0
32;technician;married;unknown;712;0;0;cellular;112;1;0
36;technician;single;secondary;144;0;0;cellular;87;1;0
55;technician;divorced;secondary;217;1;1;cellular;176;1;0
25;student;single;secondary;304;0;0;cellular;226;2;1
26;student;single;tertiary;39;0;0;cellular;396;3;1
21;blue-collar;single;secondary;164;0;0;cellular;260;1;0
53;blue-collar;married;primary;655;1;0;cellular;103;2;0
56;services;divorced;primary;23;0;0;telephone;108;4;0
34;technician;single;secondary;2178;1;0;cellular;41;1;0
28;admin.;married;secondary;0;1;1;cellular;89;1;0
28;admin.;married;secondary;147;1;1;cellular;82;1;0
29;management;single;tertiary;2907;1;0;cellular;150;1;0
25;student;single;unknown;3;0;0;cellular;170;1;1
34;management;married;tertiary;402;0;0;cellular;147;1;0
28;technician;single;secondary;6551;0;0;cellular;362;1;0
33;admin.;single;tertiary;1077;0;0;cellular;118;2;0
26;student;single;tertiary;255;0;0;cellular;264;2;0
60;retired;married;tertiary;3461;0;0;cellular;94;2;0
29;student;single;tertiary;795;0;0;cellular;258;1;0
25;technician;single;secondary;1847;0;0;cellular;137;2;0
60;management;married;tertiary;1574;0;0;cellular;189;2;0
32;management;single;tertiary;312;0;0;cellular;208;2;1
47;housemaid;single;secondary;17023;0;0;cellular;379;2;0
29;management;single;tertiary;15459;0;0;cellular;245;3;0
25;admin.;married;tertiary;906;0;0;cellular;253;1;1
21;admin.;single;secondary;524;0;0;cellular;185;1;1
34;management;single;tertiary;2555;1;0;cellular;129;2;0
32;management;married;tertiary;8;1;0;cellular;175;2;0
24;technician;single;secondary;1234;0;0;cellular;480;2;0
41;self-employed;single;tertiary;1081;0;0;cellular;229;3;1
50;admin.;married;tertiary;843;0;1;cellular;71;3;0
44;technician;single;tertiary;2033;0;0;cellular;158;1;0
47;admin.;married;tertiary;2279;1;1;cellular;161;1;0
30;admin.;single;secondary;983;1;0;cellular;189;2;1
29;self-employed;married;tertiary;2305;0;0;cellular;82;2;0
56;management;divorced;unknown;854;0;0;cellular;121;1;0
47;admin.;divorced;secondary;2232;0;0;cellular;439;1;1
37;admin.;married;secondary;1967;0;0;cellular;242;1;1
27;management;single;tertiary;80;0;0;cellular;188;2;0
34;admin.;married;secondary;1406;1;0;cellular;145;1;1
60;retired;divorced;secondary;1923;0;0;cellular;282;1;0
26;management;single;tertiary;155;1;0;cellular;74;4;0
27;management;single;tertiary;7;0;0;cellular;483;2;0
49;housemaid;married;primary;5038;1;0;telephone;108;1;0
37;admin.;married;secondary;1559;0;0;cellular;81;1;0
27;student;single;secondary;274;0;0;cellular;283;1;0
28;admin.;single;secondary;157;0;0;cellular;155;3;1
50;services;married;secondary;77;0;0;cellular;138;2;0
58;retired;married;primary;-235;0;1;telephone;93;2;0
24;admin.;single;tertiary;0;1;0;cellular;122;2;1
51;housemaid;married;unknown;2337;1;0;cellular;133;2;0
26;admin.;single;secondary;2509;0;0;cellular;776;3;1
43;management;married;tertiary;1188;0;0;cellular;140;2;0
30;admin.;single;secondary;1027;1;0;cellular;136;2;0
39;technician;married;secondary;505;0;0;cellular;86;4;0
25;management;single;tertiary;430;0;1;cellular;145;2;0
37;admin.;married;secondary;7;1;0;cellular;224;7;0
24;blue-collar;single;secondary;383;0;0;cellular;101;1;0
60;housemaid;divorced;secondary;2063;0;0;cellular;95;1;0
25;management;single;tertiary;808;0;0;cellular;268;2;0
32;blue-collar;married;secondary;10287;1;0;cellular;281;4;1
32;unemployed;single;secondary;0;0;0;cellular;123;2;0
25;student;single;unknown;92;0;0;cellular;297;1;0
30;management;single;tertiary;5359;0;0;cellular;119;1;1
54;self-employed;single;tertiary;384;0;1;cellular;200;1;1
45;management;single;tertiary;0;0;0;cellular;114;1;0
39;entrepreneur;married;secondary;3471;1;0;cellular;113;1;0
51;housemaid;married;secondary;2239;0;0;cellular;1576;1;0
35;technician;married;secondary;1368;0;0;cellular;329;1;1
26;student;single;secondary;0;0;0;cellular;107;2;0
32;admin.;single;secondary;1649;0;0;cellular;204;2;0
54;retired;divorced;tertiary;3076;0;0;cellular;367;2;1
43;management;married;tertiary;1336;1;1;cellular;82;2;0
25;admin.;single;secondary;425;0;0;cellular;100;1;0
46;management;married;tertiary;2199;0;0;telephone;146;1;0
24;blue-collar;single;unknown;192;0;0;cellular;424;1;0
44;management;married;tertiary;7818;0;0;cellular;412;1;1
36;management;married;tertiary;217;0;0;cellular;103;1;0
56;admin.;single;secondary;4118;0;0;telephone;165;1;1
38;technician;single;secondary;2442;0;0;cellular;161;1;0
25;management;single;tertiary;222;0;0;cellular;114;1;0
23;admin.;single;secondary;1358;0;0;cellular;237;2;0
28;management;single;tertiary;0;0;0;telephone;198;2;0
42;management;married;tertiary;261;0;0;cellular;207;5;0
21;blue-collar;single;secondary;2265;0;0;cellular;156;4;0
26;student;single;tertiary;13107;1;0;cellular;112;2;0
58;housemaid;married;secondary;196;0;1;cellular;110;3;0
54;management;divorced;tertiary;55;1;0;cellular;183;2;0
25;admin.;single;tertiary;760;1;0;cellular;223;3;1
55;admin.;divorced;secondary;1872;0;0;cellular;76;3;0
32;blue-collar;single;secondary;4339;1;1;cellular;76;2;0
25;student;single;unknown;277;0;0;cellular;311;2;1
39;blue-collar;single;secondary;254;0;0;cellular;128;4;0
28;management;married;tertiary;1109;1;0;cellular;89;4;0
32;self-employed;single;tertiary;312;1;0;cellular;99;2;0
55;management;married;tertiary;39098;0;0;cellular;236;3;0
30;self-employed;single;tertiary;48;0;0;cellular;144;2;0
52;technician;married;secondary;196;1;1;cellular;99;2;0
43;admin.;married;secondary;132;0;0;cellular;187;2;1
39;technician;married;tertiary;437;0;0;telephone;186;2;0
29;management;single;tertiary;559;0;0;telephone;86;4;0
56;admin.;married;secondary;1671;0;0;cellular;158;2;0
23;student;single;unknown;565;0;0;cellular;162;7;0
50;management;married;tertiary;253;0;0;cellular;513;9;1
34;management;married;tertiary;8000;0;0;cellular;110;2;0
29;services;married;secondary;3748;0;0;cellular;322;3;0
26;management;single;tertiary;2506;0;0;cellular;210;2;0
36;self-employed;married;tertiary;687;1;0;cellular;568;8;0
58;retired;married;secondary;3382;0;1;cellular;294;2;0
36;admin.;married;secondary;953;1;0;cellular;77;1;0
35;admin.;single;tertiary;777;0;1;cellular;85;1;0
45;admin.;married;unknown;2033;0;0;cellular;48;4;0
30;admin.;married;secondary;0;0;0;cellular;93;3;0
24;student;single;secondary;501;0;0;cellular;121;6;0
24;technician;single;secondary;434;0;0;cellular;331;1;0
25;technician;single;secondary;7103;1;0;cellular;188;3;1
31;services;single;secondary;278;0;0;cellular;95;3;0
25;technician;married;secondary;517;0;0;cellular;135;3;0
51;management;married;tertiary;994;0;0;cellular;414;3;0
30;management;single;tertiary;1269;0;0;cellular;361;2;0
45;management;single;tertiary;1411;0;0;cellular;142;3;0
32;blue-collar;single;secondary;604;0;1;cellular;95;3;0
38;technician;single;secondary;311;1;0;cellular;61;2;0
35;technician;single;tertiary;2288;0;0;telephone;32;2;0
57;retired;married;tertiary;0;0;0;cellular;141;3;0
37;admin.;married;tertiary;23;1;0;telephone;71;1;0
55;admin.;married;secondary;602;0;0;cellular;324;3;1
57;entrepreneur;married;secondary;2464;0;0;cellular;113;1;0
57;management;married;tertiary;473;0;0;cellular;295;1;1
55;technician;married;secondary;511;1;0;cellular;108;1;0
28;admin.;single;tertiary;14;0;0;cellular;201;1;0
38;technician;single;tertiary;0;1;0;cellular;71;1;0
48;management;married;tertiary;1167;1;1;cellular;264;1;1
46;admin.;divorced;secondary;3280;0;0;cellular;110;1;0
26;management;single;tertiary;1274;1;0;cellular;190;1;0
25;unemployed;single;tertiary;343;0;0;cellular;377;1;1
49;management;married;tertiary;1808;1;0;cellular;205;1;1
25;technician;single;secondary;1199;0;0;cellular;287;1;1
40;management;divorced;tertiary;3355;0;0;cellular;212;1;0
43;management;married;tertiary;0;0;0;cellular;346;1;0
38;housemaid;divorced;secondary;70;0;0;cellular;263;1;1
41;technician;divorced;tertiary;2611;1;0;cellular;129;1;0
47;technician;married;tertiary;213;0;0;cellular;154;1;0
37;technician;married;tertiary;6968;0;0;cellular;175;1;0
60;technician;married;secondary;1740;0;0;cellular;814;1;0
46;management;divorced;tertiary;4629;0;0;cellular;67;1;0
24;student;single;unknown;839;0;0;cellular;65;1;0
45;blue-collar;married;secondary;1723;0;0;cellular;166;2;1
33;management;married;tertiary;1323;0;0;cellular;327;1;1
45;admin.;married;tertiary;2552;0;0;cellular;69;1;1
30;management;married;tertiary;155;1;0;cellular;353;1;0
59;admin.;married;secondary;205;0;0;telephone;277;1;0
59;retired;married;tertiary;1312;1;0;cellular;244;2;0
46;technician;single;secondary;5862;0;0;cellular;84;1;1
26;management;single;secondary;2613;0;0;cellular;326;1;1
25;student;single;secondary;1116;1;0;cellular;119;1;0
31;unemployed;single;primary;3652;0;0;cellular;285;1;0
58;unemployed;single;tertiary;2094;0;0;cellular;161;2;0
34;admin.;single;secondary;528;0;0;cellular;165;1;0
58;management;married;tertiary;2764;0;0;cellular;459;1;0
49;admin.;married;secondary;0;0;0;cellular;1460;1;1
25;technician;single;secondary;938;0;0;cellular;1048;1;1
53;technician;married;secondary;284;0;0;cellular;781;1;1
42;entrepreneur;married;secondary;707;0;0;cellular;233;1;0
43;management;married;tertiary;1059;0;1;cellular;335;2;1
49;technician;married;secondary;1684;0;1;cellular;412;2;1
54;management;married;tertiary;534;0;0;cellular;177;2;1
47;technician;married;secondary;293;0;0;cellular;251;1;1
55;technician;married;secondary;0;1;1;cellular;106;1;0
52;technician;married;secondary;0;1;0;cellular;144;1;0
37;management;married;tertiary;1352;0;0;cellular;93;1;0
52;entrepreneur;married;primary;1998;0;0;telephone;153;1;0
60;management;married;tertiary;261;1;1;cellular;128;1;0
34;blue-collar;married;secondary;262;0;0;cellular;339;1;1
57;retired;married;tertiary;1292;0;0;cellular;151;1;0
35;management;single;tertiary;671;1;0;cellular;128;1;0
56;management;married;tertiary;1407;0;0;cellular;388;1;0
47;unknown;single;unknown;1819;0;0;cellular;180;1;0
46;management;married;tertiary;0;1;0;cellular;87;2;0
52;retired;married;primary;1629;0;0;telephone;192;1;0
45;entrepreneur;married;tertiary;98;0;0;cellular;761;2;0
48;housemaid;married;primary;332;1;0;cellular;262;1;0
50;management;married;tertiary;85;0;1;cellular;141;1;0
49;management;single;tertiary;493;0;0;cellular;161;1;0
30;management;single;tertiary;147;0;0;cellular;153;1;0
54;services;divorced;secondary;0;0;0;cellular;174;1;1
53;admin.;married;secondary;2851;0;1;telephone;89;1;0
43;management;divorced;tertiary;2367;0;0;cellular;114;1;1
42;management;divorced;tertiary;0;0;0;cellular;450;1;0
46;admin.;divorced;secondary;2087;0;0;cellular;111;1;0
23;services;single;secondary;31;0;0;cellular;192;1;1
48;management;married;tertiary;3842;0;0;cellular;215;2;1
30;self-employed;single;tertiary;3343;0;0;cellular;235;1;1
38;technician;single;tertiary;25;1;0;cellular;232;2;1
38;unemployed;single;secondary;804;0;0;cellular;1087;1;1
34;student;single;unknown;1011;0;0;cellular;253;1;1
39;technician;single;tertiary;139;0;0;telephone;182;1;0
52;admin.;single;secondary;-528;1;1;cellular;1144;2;1
58;management;married;primary;1727;0;0;telephone;336;2;0
57;retired;divorced;primary;698;0;0;telephone;53;2;0
27;management;single;tertiary;1840;0;0;cellular;220;1;1
60;management;married;tertiary;3824;0;0;cellular;195;3;0
58;technician;married;tertiary;883;0;0;cellular;373;2;0
55;blue-collar;married;secondary;16873;0;0;cellular;78;2;0
31;self-employed;single;tertiary;283;0;0;cellular;134;1;0
27;services;single;secondary;0;0;0;cellular;181;1;0
44;management;divorced;tertiary;7541;1;0;telephone;55;2;0
34;management;married;tertiary;690;1;0;cellular;95;2;0
50;technician;divorced;secondary;0;0;0;cellular;113;2;0
40;blue-collar;married;secondary;1451;0;0;cellular;314;1;1
36;technician;married;tertiary;202;0;0;cellular;206;1;0
41;management;married;tertiary;10758;1;0;cellular;288;1;0
36;management;married;tertiary;387;0;0;cellular;327;1;0
36;admin.;single;secondary;119;0;0;cellular;93;2;0
47;management;married;tertiary;2351;0;0;cellular;163;2;1
30;management;single;tertiary;3289;0;0;cellular;111;1;0
32;technician;married;tertiary;0;1;0;cellular;149;1;0
47;unknown;single;unknown;172;0;0;telephone;23;1;0
43;blue-collar;married;secondary;1025;1;0;cellular;106;1;0
29;management;single;tertiary;92;0;0;cellular;101;1;0
54;unemployed;divorced;secondary;1664;0;0;cellular;257;3;1
26;management;single;tertiary;1623;0;0;cellular;479;1;1
34;management;divorced;tertiary;2466;0;0;cellular;143;1;0
37;admin.;married;secondary;597;0;0;cellular;395;1;1
32;admin.;single;secondary;6981;1;0;cellular;154;1;0
37;admin.;married;secondary;0;1;0;cellular;107;1;1
34;management;married;tertiary;611;0;0;cellular;350;1;1
36;management;single;tertiary;688;0;0;cellular;126;1;0
53;management;married;unknown;2240;1;0;cellular;282;2;1
48;blue-collar;married;secondary;238;1;1;cellular;118;2;0
26;admin.;single;tertiary;313;0;1;cellular;199;1;1
30;student;single;secondary;1555;0;0;cellular;115;1;0
36;unemployed;single;secondary;851;0;0;cellular;368;2;0
44;management;married;tertiary;1954;0;0;cellular;294;1;1
45;management;married;tertiary;1788;0;0;cellular;177;2;0
26;management;single;tertiary;3178;0;0;cellular;64;1;0
34;self-employed;single;tertiary;90;0;0;cellular;84;1;0
29;management;single;tertiary;307;1;0;cellular;690;1;1
40;services;married;secondary;0;1;0;cellular;297;1;0
26;technician;married;secondary;915;0;0;cellular;384;1;1
40;unemployed;single;tertiary;7968;0;0;cellular;596;1;1
47;management;married;tertiary;1147;0;0;cellular;654;1;1
56;housemaid;divorced;primary;61;0;0;cellular;144;1;0
41;management;married;secondary;280;1;0;cellular;88;1;0
34;self-employed;married;tertiary;2427;0;0;telephone;50;2;0
35;technician;married;secondary;2789;1;0;cellular;88;1;0
43;blue-collar;married;secondary;2160;0;0;cellular;169;1;1
59;unemployed;divorced;secondary;2026;0;0;cellular;395;1;0
52;technician;divorced;secondary;1005;1;0;cellular;195;1;1
38;admin.;married;tertiary;1988;0;0;cellular;103;1;1
38;technician;married;secondary;1931;0;0;cellular;167;1;0
38;self-employed;married;tertiary;846;0;0;cellular;253;1;0
49;technician;divorced;tertiary;1807;1;0;cellular;225;1;0
33;services;divorced;secondary;1117;0;0;cellular;417;1;1
28;management;single;unknown;560;0;0;cellular;135;1;0
50;technician;married;secondary;3370;0;0;cellular;160;2;1
39;admin.;single;secondary;782;1;0;cellular;162;2;0
56;services;divorced;secondary;935;0;0;cellular;136;1;0
53;admin.;married;secondary;109;0;0;telephone;270;1;1
60;housemaid;married;secondary;283;0;0;cellular;138;1;0
57;technician;married;primary;3376;1;0;telephone;421;2;1
25;management;single;tertiary;4578;0;0;cellular;100;1;0
39;technician;married;secondary;1587;1;0;cellular;171;3;1
42;services;married;secondary;1376;1;0;cellular;271;2;1
45;management;married;tertiary;273;1;0;cellular;163;1;0
36;blue-collar;married;secondary;79;1;1;cellular;74;2;0
50;blue-collar;married;primary;3764;0;0;telephone;108;4;0
25;management;single;tertiary;1628;0;0;cellular;91;1;0
29;self-employed;single;tertiary;871;1;0;cellular;310;1;0
49;technician;married;tertiary;523;1;0;cellular;712;1;1
27;technician;single;tertiary;15161;0;0;cellular;74;1;1
55;management;divorced;tertiary;1633;0;0;telephone;128;1;0
51;self-employed;married;secondary;4920;0;0;telephone;392;2;0
32;admin.;married;tertiary;653;0;0;cellular;84;1;1
35;admin.;married;secondary;269;1;1;cellular;392;1;0
39;unemployed;single;tertiary;79;0;0;cellular;369;1;0
53;entrepreneur;married;primary;55;0;0;cellular;217;1;0
45;management;single;secondary;5993;0;0;cellular;116;1;0
60;retired;married;primary;1906;0;0;telephone;79;1;0
38;technician;married;secondary;5115;1;0;cellular;318;1;1
30;student;single;tertiary;3094;0;0;cellular;116;2;0
56;unemployed;married;secondary;1350;0;0;cellular;211;1;0
31;student;single;tertiary;64;0;0;cellular;261;2;1
56;management;divorced;tertiary;659;0;1;cellular;56;1;0
29;technician;single;secondary;1165;0;0;cellular;245;1;1
41;technician;married;secondary;1602;1;0;cellular;142;1;0
28;self-employed;single;tertiary;5215;0;0;cellular;673;1;0
49;services;married;secondary;7019;1;0;cellular;263;1;1
24;student;single;secondary;228;0;0;cellular;154;1;0
26;admin.;single;secondary;96;0;0;cellular;696;1;0
32;management;married;secondary;625;1;0;cellular;352;1;0
34;admin.;single;secondary;4447;1;0;cellular;159;1;0
32;management;divorced;tertiary;530;1;0;cellular;118;1;0
29;services;married;secondary;399;0;0;cellular;210;1;0
46;blue-collar;married;secondary;1568;1;0;cellular;310;1;1
57;blue-collar;married;primary;3109;0;0;cellular;482;2;1
41;admin.;married;secondary;1021;0;0;cellular;224;1;0
40;technician;married;secondary;4298;0;0;cellular;221;1;0
45;technician;divorced;tertiary;10768;1;0;cellular;147;3;0
28;technician;single;tertiary;4987;0;0;cellular;924;2;1
43;services;single;secondary;2444;0;1;cellular;130;1;0
44;blue-collar;married;secondary;878;1;0;cellular;130;1;0
33;technician;divorced;tertiary;0;1;0;cellular;72;1;0
35;blue-collar;married;unknown;444;0;0;cellular;59;2;0
54;admin.;single;secondary;189;0;0;cellular;95;5;0
37;entrepreneur;married;tertiary;189;0;0;cellular;253;2;1
58;technician;married;tertiary;12322;0;0;telephone;306;2;0
52;management;married;tertiary;0;0;0;cellular;77;3;0
54;management;married;tertiary;55;1;0;cellular;112;2;0
35;management;married;tertiary;5367;0;0;cellular;80;1;0
30;housemaid;married;secondary;533;1;0;cellular;212;1;0
38;blue-collar;married;secondary;2467;0;0;cellular;192;1;1
39;management;single;tertiary;3797;0;0;cellular;96;2;0
49;management;married;tertiary;5887;0;0;cellular;181;3;1
38;admin.;single;secondary;626;0;0;cellular;132;4;0
40;self-employed;single;tertiary;2893;0;0;cellular;76;3;0
35;technician;married;tertiary;1354;0;0;cellular;250;2;1
30;management;married;tertiary;942;0;0;cellular;146;2;0
34;admin.;single;secondary;0;1;0;cellular;189;2;0
34;admin.;married;tertiary;21;0;1;cellular;269;1;0
35;technician;divorced;secondary;2823;1;0;cellular;102;4;0
54;management;married;primary;2587;0;0;cellular;236;2;1
54;management;married;tertiary;446;0;0;cellular;122;2;0
27;student;single;secondary;121;0;0;cellular;145;2;0
56;retired;married;secondary;0;0;0;cellular;71;3;0
29;technician;married;secondary;23;1;0;cellular;163;1;1
52;technician;married;secondary;0;0;0;cellular;541;3;1
34;unemployed;married;secondary;978;0;0;cellular;262;2;1
60;technician;married;secondary;294;0;0;telephone;206;4;1
32;self-employed;married;secondary;409;0;0;cellular;115;2;1
30;student;single;secondary;155;0;0;cellular;206;3;0
40;student;single;secondary;595;1;0;cellular;406;2;1
54;self-employed;married;tertiary;990;0;0;cellular;244;2;1
27;admin.;single;secondary;261;1;1;cellular;592;4;1
27;technician;single;tertiary;200;0;0;cellular;508;1;0
55;entrepreneur;married;secondary;27624;0;0;telephone;437;1;1
30;management;married;tertiary;2694;0;0;cellular;192;1;0
29;blue-collar;married;secondary;15;0;0;cellular;136;1;0
34;management;married;tertiary;1870;1;0;cellular;68;1;0
59;retired;married;primary;2632;0;0;cellular;123;1;0
29;management;single;tertiary;3846;0;0;cellular;313;2;1
38;housemaid;single;tertiary;0;0;0;cellular;137;3;0
42;blue-collar;married;secondary;2913;0;0;cellular;705;1;1
